@relation play_store_comments
@attribute ps_class {mauvais, neutre, bien}
@attribute text String
@data
bien, 'commentaire dommage être anglais impeccable '
bien, 'tester avoir peur être dur '
bien, 'bon bon exercice garder bon former '
bien, 'commentaire savoir marche pouvoir ya '
bien, 'génial merci application complet sentir muscle travailler recommander '
bien, 'commentaire avoir trouver application parfaire exercer seul maison recommander personne avoir envie aller dépenser argent salle '
bien, 'regrouper plupart exercice expliquer '
bien, 'super commentaire dire être '
bien, 'parfait commentaire marche passer ventre gras ventre plat dur '
bien, 'commentaire bon avoir avoir retrouver muscler '
bien, 'génial exercice correct motiver '
bien, 'commentaire être aide perdre poids conseiller application '
bien, 'super commentaire aimer application avoir variété entraînement être efficacité '
bien, 'parfait tenir forme portée '
bien, 'super super application permettre affiner ennuyer manière simple '
bien, 'aimer application facile avoir utiliser '
bien, 'suivre|être pouvoir fatiguer grave bon santé '
bien, 'top top top exercice répétitif conseiller '
neutre, 'pratique exercice être varier être cool pouvoir choisir durée entraînement seul petit truc être être vrai vidéo sorte coup démotiver petit '
bien, 'application être génial venir faire transpirer mettre musique être ampli être '
bien, 'contenter être regretter '
bien, 'parfait temps faire moment terrible sport adorer application '
bien, 'ultra efficace sauter corde transpirer autan minute séance complet application adorer '
bien, 'correct manquer fonction itinéraire prometteur ville monde '
bien, 'bonjour remercier avoir répondre suivre|être content application bon équipe remercier équipe autoriser faire '
bien, 'suivre|être perdre commentaire pratique utile manque précision vivre piéton '
bien, 'utile marche '
bien, 'cool '
bien, 'excellent bon ergonomie faciliter utilisation commentaire bon bon ergonomie vitesse déplacement pied pouvoir donner calcul proche réalité compter réactivité merci '
bien, 'bon application merci équipe '
bien, 'aimer '
neutre, 'falloir carte jour tram fait faire poterie ras '
bien, 'indispensable transport commun être top '
bien, 'pou pi sou pi sou '
bien, 'application exister être perdre '
bien, 'commentaire super '
bien, 'commentaire être super aide '
bien, 'super commentaire application top utile '
bien, 'super servir temps avoir beau sauvegarde itinéraire '
bien, 'cool '
bien, 'commentaire produit '
bien, 'merci être pratique '
bien, 'super cool merci '
bien, 'commentaire '
bien, 'commentaire cool '
bien, 'super application aider option intégrer être parfait '
bien, 'commentaire '
mauvais, 'commentaire ros problème localisation '
bien, 'commentaire '
bien, 'commentaire '
bien, 'commentaire top '
bien, 'fan adorer '
bien, 'adorer '
bien, 'commentaire '
bien, 'commentaire '
bien, 'commentaire être bus nuit '
bien, 'super ville être génial précis intelligent avoir mesure utiliser '
bien, 'commentaire génial dehors horaire vacance être exact perturbation ligne bus '
bien, 'facile utiliser dommage ouest proposer val être rapide '
mauvais, 'commentaire être dommage être super avoir effacer avoir temps souci mémoire reprendre être horaire être bon tout avoir arrêt bus être inscrire dommage aimer décevoir '
bien, 'impeccable commentaire proposer trajet bus horaire arrêt '
bien, 'commentaire être super falloir continuer faire effort modernisation bien être citoyen '
bien, 'application être fluide bien contre trajet être prendre compte recherche trajet horaire ligne être trajet gare gare '
mauvais, 'décevoir impossible envoyer photo régler '
bien, 'efficace stable application utile stable faire demander intéressant tenir courant actualité '
bien, 'perfection for avoir for avoir to for '
bien, 'être être version ordonner être conseiller social '
bien, 'adorer part notification afficher '
bien, 'aimer adorer tweeter aller lent mobile pouvoir aller problème '
bien, 'parfait commentaire application être parfaire '
neutre, 'voir tel suivre|être voir '
bien, 'commentaire avoir tout '
bien, 'commentaire être connecter monde ouvrir partager aimer autre être simple pratique fonctionnel '
bien, 'génial aimer chose débile cool pouvoir partager commentaire vouloir être voir avis autre '
mauvais, 'avoir falloir refaire compte autre arriver effacer autre avoir avoir avoir être '
mauvais, 'bon salut commencer corriger recevoir notification aider vouloir trancher anus merci '
bien, 'commentaire niveau son consultation fiche '
bien, 'aimer part début voir intérêt avoir suivre|être avoir fond '
neutre, '
bien, 'bien léger fonctionner avoir léger saisir lent exemple être dommage avoir limite affichage utiliser '
mauvais, 'impossible publier mise avoir jour impossible publier texte photo '
neutre, 'accès blocage accès avoir plume for '
mauvais, 'mettre jour impossible fichier package être incorrect téléphone essayer|essayer foi|fois vain '
bien, 'superbe nouveau mise jour fonctionner recommander '
neutre, 'impossible changer photo profil mettre notification jour profil barre notification impossible enlever obliger redémarrer téléphone foi|fois faire même chose changer nom description concerner modification profil revoir '
neutre, 'évoluer commentaire chargement être long actualiser pouvoir voir personne problème actualisation mettre jour aller avoir photo apparaître impossible faire recherche filtrer afficher '
bien, 'commentaire recevoir notification impossible changer photo profil faire choser '
bien, 'commentaire falloir file accueil mode portraire doigt pouvoir descendre liter '
bien, 'excellent application marcher problème majeur '
bien, 'commentaire '
neutre, 'commentaire être aimer avoir avoir beau changer avoir français merde genre ange direction être beau saouler falloir changer '
neutre, 'parfait avoir vouloir tester voir différence suivre|être aller être meilleur '
bien, 'progressif être fil temps avis pouvoir être trompeur '
bien, 'rien redire corriger rapport vidéo rien dire '
mauvais, 'dernier mise avoir jour avoir revoir recevoir notification '
mauvais, 'rien nouveau mise avoir jour changement interface avoir changer '
neutre, 'problème affichage voir même aller '
bien, 'adorer commentaire trouver application être superbe '
mauvais, 'autorisation requérir nombreux inutile avoir besoin lire '
mauvais, 'dernier sauf gros voir notification mini espérer gênant être corriger '
mauvais, 'avocat avoir détester avocat demander état site ensemble '
bien, 'super commentaire avoir allumer pouvoir faire '
neutre, 'être nul être mise avoir jour faire falloir faire '
bien, 'excellent pouvoir savoir être plein lune conseil sérieux loup garou aide '
bien, 'pratique ludique simple utiliser voir coup œil phase autre zodiaque nouveau lune idéal jardinage thème apprécier présentation étoile concepteur '
neutre, 'commentaire être utilité manquer application lire '
bien, 'super pub pouvoir gênant formidable application '
bien, 'bon faire demander pouvoir choisir jour hémisphère '
bien, 'super pratique être plantation marée balade rêver tourner avoir millier merci '
bien, 'commentaire aimer faire photo plein lune trouver compte '
bien, 'superbe application beau application permettre connaître date plein lune '
bien, 'merveilleux adorer application être fascinant voir lune '
bien, 'commentaire pratique simple utilisation aimer '
bien, 'poil commentaire simple précis demander peuple '
bien, 'commentaire aimer aimer avoir application préciser faire pointe cheveu pousser alimentation produit soin être bon lune merci '
bien, 'merci permettre suivre comportement humain commentaire super pouvoir prévenir '
bien, 'pratique joli avoir coude calendrier lunaire interactif pouvoir mettre fond écran pratique '
bien, 'génial bon précis recommander '
bien, 'excellent application application être réaliser sobre esthétique foi|fois adorer possibilité visualisation mode rotation concepteur '
bien, 'seul reproche avoir position relatif lune rapport position téléphone '
bien, 'être application génial éclipse être détailler '
bien, 'excellent bon faire demander merci '
bien, 'bonjour excellent application utile jardinage passage coiffeur '
bien, 'bon pouvoir fond '
bien, 'beau application commentaire beau utile apprécier avoir affichage moi|mois petit pouvoir ajouter jour plein nouveau lune agenda être top merci application '
bien, 'super pratique recommander monde intéressant '
bien, 'dommage commentaire bon application regret phase lune montant descendant '
bien, 'avoir faire remarquable commentaire détail être prendre compte '
neutre, 'faire commentaire être expliquer '
bien, 'magnifique commentaire fonctionner graphisme remarquable '
bien, 'facile précis merci bon application gratuit '
bien, 'avoir conseiller excellentissime utilisation aisé graphisme extraordinaire '
bien, 'super savoir être plein lune super savoir être plein lune '
bien, 'génial détailler précis avoir redire '
bien, 'excellent commentaire application simple clair '
bien, 'commentaire remercier application magnifique '
bien, 'commentaire super faire photo comprendre être libration mouvement balancier faire étoile '
bien, 'formidable merci avoir bon courage '
neutre, 'beau lourd dommage trouver autre angler peser '
bien, 'commentaire top savoir lune être plein montant descendant vrai calendrier phase '
bien, 'super moi faire observation lunaire lune avoir plein lune avoir trouver être super pratique '
bien, 'magique application demander prendre tête savant '
bien, 'conseil pratique nécessaire utile avoir idée net précis fête religieux '
mauvais, 'décevant perdre client mise jour falloir relancer application foi|fois connecter être impossible accéder message apparaître désoler application indisponible essayer|essayer inadmissible '
neutre, 'mode paysage être traîne comparer concurrent '
mauvais, 'mettre jour impossible lancer application mise jour '
bien, 'commentaire site être application fonctionner top '
mauvais, 'foi|fois application ouvrer|ouvrir foi|fois même mettre jour vente être pire pire '
bien, 'merci mise jour application fonctionner mise jour merci '
mauvais, 'fonctionner lancer vouloir faire '
neutre, 'version tablette avoir version tablette digne '
mauvais, 'commentaire pareil commentaire précédent pouvoir accéder '
neutre, 'commentaire trouver photo être petit empêcher voir détail '
mauvais, 'long avoir charger problème être régler chargement bloquer démarrage '
mauvais, 'image petit fermeture vouloir accéder '
bien, 'commentaire avoir avoir ouverture suivre|être obliger ouvrir foi|fois suite '
neutre, 'facile utilisation simple utilisation '
neutre, 'commentaire mode paysage '
bien, 'commentaire marche '
mauvais, 'commentaire marche '
neutre, 'commentaire juste '
neutre, 'commentaire droit demander '
neutre, 'commentaire efficace prix terme application '
mauvais, 'ouvrer|ouvrir '
neutre, 'bon commentaire manquer mode paysage être confortable tablette '
bien, 'commentaire lent '
mauvais, 'commentaire impossible ouvrir '
mauvais, 'vente priver tout nouveau autorisation demander trouver compte périphérique abuser être bon financer achat produit porter préjudice point avoir vie priver vente priver devoir changer nom '
mauvais, 'copie avoir revoir niveau commentaire rester version précédent version mail enregistrer apparaître caractère erroné falloir ressaisir utilisation mise jour problème être traiter '
mauvais, 'gros plante permanence faire relancer foi|fois fonctionner droit application aller falloir réagir '
mauvais, 'avoir besoin autorisation accès donnée vendre t-shirt vendre avoir autre indiscret '
mauvais, 'avoir vie priver falloir redémarrer application foi|fois pouvoir utiliser demander accès contact photo vidéo appel compte présent priver acheter divers article '
mauvais, 'mise avoir jour impossible connecter autorisation utile type application attendre nouveau mise avoir jour '
mauvais, 'commentaire arriver accéder menu pouvoir acheter produit application demander revenir avoir problème '
bien, 'bon commentaire planter falloir juste agrandir bouton bandeau permettre afficher date être cool '
mauvais, 'autorisation abusif être application shopping être application recueil donnée personnel autorisation falloir pousser même '
mauvais, 'pratique tout dommage application être mode paysage tablette être pratique '
neutre, 'accès avoir rubrique commande être fluide achat être impossible accéder autre ongle page commande rester blanc impossible avoir accès avoir suivi achat avancement commande '
mauvais, 'marche faire mise jour impossible accéder installation '
mauvais, 'mise jour pouvoir connecter écran rester chargement avoir dc accès site '
bien, 'commentaire effort avoir être faire application début catastrophique continuer lancée '
bien, 'vente privé bon plan '
neutre, 'plante démarrage bloque cesse page accueil démarrage '
mauvais, 'être top habitude avoir problème sauvegarde photo mettre avoir photo to storage storage avoir chercher faire avoir trouver pouvoir aider '
mauvais, 'détester ouvrer|ouvrir application écran planter falloir chier chier '
bien, 'commentaire aimer couleur devenir flou fait pareil logo être complet être avoir même merci '
bien, 'adorer être pouvoir faire vidéo merci conseiller personne vouloir faire effet être super '
bien, 'seul problème pouvoir utiliser zoom natif '
mauvais, 'application être super prendre photo pub durer nul avoir '
mauvais, 'gros pouvoir servir avoir foi|fois fermer seul pouvoir faire '
neutre, 'être effet être être ralenti pouvoir activer camer face '
bien, 'pub commentaire qualité application être nickel part pub être obliger attendre finir intervenir longueur temps avoir prendre photo être agaçant '
bien, 'commentaire enlever étoile avoir effet bloquer part bon '
neutre, 'suivre|être obliger enlever remettre '
bien, 'génial commentaire super application '
bien, 'vouloir tablette dire application être compatible appareil '
bien, 'passer avoir regretter choix avoir application connaître pouvoir avoir incontournable '
bien, 'gros faire enregistrer photo énerver pouvoir envoyer '
bien, 'adorer être pouvoir partager photo '
bien, 'foi|fois être photo '
mauvais, 'mettre avoir jour commentaire besoin mise avoir jour wax prendre photo vouloir regarder apercevoir image être noir comprendre avoir beau application fait pareil '
neutre, 'commentaire bon avoir foi|fois marcher bout foi|fois avoir pub sec '
bien, 'sympa seul bémol être marque obligatoire coller photo '
neutre, 'moyen tourner être dommage '
bien, 'cool cool '
bien, 'problème prendre photo poste faire petit image pouvoir aider '
neutre, 'être chiant rien suivre|être obliger enlever remettre '
bien, 'avoir petit miroir suffire magnifique '
bien, 'superbe commentaire application être super prendre plein plein effet '
neutre, 'commentaire pouvoir savoir effet être dommage pub foi|fois '
neutre, 'gros prendre photo coup arrêter pouvoir prendre photo devoir redémarrer appareil long filtre être bien '
bien, 'commentaire pratique filtre avoir seul problème pouvoir retoucher photo '
mauvais, 'commentaire '
bien, ''
bien, 'commentaire adorer application pouvoir mettre mode carrer autre truc recommander '
bien, 'photo superbe faire prendre magnifique photo utiliser '
mauvais, 'problème comprendre moitié menu classer être '
mauvais, 'conseiller '
mauvais, 'décevoir commentaire être améliorer marcher dernier mettre jour '
bien, 'commentaire savoir être répondre question essayer réinstaller marcher regarder avoir place carte '
neutre, 'mettre jour moment prendre photo temps charger autre être pareil '
neutre, 'commentaire application être super beau effet image stabiliser appareil photo ordinaire application ralentir téléphone '
bien, 'super application être super beau photo différent type effet '
bien, 'question carte commentaire bon application être possible ajouter carte application éviter trimballer temps avoir essayer|essayer mettre référence carte billet flash coder donner résultat cocher profil carter jeune avoir fenêtre mettre carte merci '
bien, 'pratique billet électronique gros défaut fonctionner accès Internet être embêtant billet électronique train passer zone réseau billet pouvoir être afficher '
bien, 'parfait titre parler petit chose avoir revoir exemple impossible trouver train trajet '
mauvais, 'inutilisable bon blague part impossible effectuer réservation départ gare apparaître liste choix proposer moyen ajouter lamentable '
bien, 'juste falloir pouvoir avoir train moment '
bien, 'bon application application complet seul bémol prendre compter abonnement fréquence porter trajet précis être dommage pouvoir modifier choix entrer préférence achat ponctuel voyager tout temps déplacement pro aimer être instant suivre|être obliger changer préférence temps '
bien, 'génial correspondre attente merci attendre juste billet électronique disponible train '
bien, 'commentaire avoir compte application fonctionner être rapide efficace clair net précis '
bien, 'fonctionnel commentaire fonctionnel juste pointilleux identification mettre majuscule lieu minuscule reconnaître être site avoir billet tel carte '
mauvais, 'trajet disponible impossibilité voir trajet pouvoir voir marcher '
bien, 'pratique bon petit souci avoir code billet revanche afficher '
bien, 'commentaire pratique garder information bancaire carte fidélité réduction éventuel mémoire besoin remettre temps '
bien, 'pratique navigation trajet suivre précédent sélection voyage marcher retour option voyage sélectionner être possible repartir zéro être super '
bien, 'attention avoir commander payer|payer billet application avoir comprendre contrôle billet falloir entrer billet savoir falloir retirer borne signifié façon clair '
bien, 'excellent application quotidien billet pouvoir être payer|payer fonction trajet avoir même comportement logiciel '
mauvais, 'accès nombreux donnée confidentiel demander accès nombreux information inutile acheter billet intrusion injustifié vie priver outil orienter collecte information besoin client '
bien, 'pratique convenir|convier trajet avoir pouvoir faire falloir faire sorte garde permanence code barre réseau train être indisponible être pénible contrôle '
neutre, 'application indiquer mauvais gare être désagréable rater train avoir cause '
bien, 'pratique utiliser semaine mise part grève être annoncer horaire train être exact '
neutre, 'être suite dernier mise jour avoir accès code barrer billet '
mauvais, 'profil accompagner impossible valider fait être accompagner fait compagnon voyage fonctionner coup pouvoir commander billet application tarif afficher être voir prendre carte compte '
neutre, 'pratique commentaire présent réserver modifier supprimer voyage mise jour impossible importer voyage application devenir inutile '
bien, 'fonctionner permettre faire site étoile acheter billet avoir trouver mettre carte voyageur '
bien, 'application pratique billet réserver pas erreur souci technique '
bien, 'rien redire seul billet acheter moment être passer seul petit regret possibilité dématérialiser coupon fréquence '
bien, 'super application application être vrai voyage synchroniser simplicité posséder '
neutre, 'avoir améliorer être dommage seul commande enregistrer application être avoir être prendre application correspondant même compte même numéro carte voyageur même nom '
bien, 'rien particulier redire être être pouvoir charger billet carte '
mauvais, 'mauvais surprendre demander classe dire prendre retour aller transformer '
mauvais, 'point billet acheter site être synchroniser application carte voyageur être prendre compte comprendre fonctionnalité direct être présent application gros manque ergonomie '
bien, 'virtuel bon application être nécessaire pouvoir payer|payer carte bancaire virtuel carter proposer banque meilleur sécurité '
bien, 'commentaire améliorer pouvoir commander billet proche compte acheter billet être possible '
bien, 'simplicité efficacité réservation achat billet être top gagner temps besoin ressaisir même information répondre attendre service '
neutre, 'amélioration vue application améliorer manquer voyage être mettre jour requérir pouvoir être même niveau application changer numéro version publier mise jour être mise jour semaine dernier '
bien, 'commentaire voir présentation retrouver itinéraire complet mettre itinéraire complet retrouver être mot mode mot glisser sen|sens avoir savoir itinéraire pouvoir retrouver pub vacance lire retrouver plage avoir mettre pied plage falloir mettre plage utiliser psy médias '
bien, 'commentaire pratique faux note frais annexe avoir borne euro bonus guichet signaler transir pari nord pari être bibi signaler sortir arracher prix billet élever '
bien, 'suggestion être pouvoir utiliser matin soir façon quotidien avoir refus paiement transaction merci évolution venir '
neutre, 'avoir valider juste installer bombarder pop noter train aller même vitesse savoir être petit '
bien, 'parfaire suivre|être grand défenseur fournir rapide efficace échanger billet train impression billet faire merci '
mauvais, 'pratiquer fournir bon horaire trouver veille train avoir lendemain matin surprise train être transformer coup arriver boulot retard merci '
bien, ''
bien, 'acheter vendre bon bon idée moteur recherche devoir prendre espagnol corriger '
mauvais, 'commentaire choisir catégorie aimer seul produit catégorie apparaître choisir électronique voir maquillage moment top top '
neutre, 'bon application être bon ensemble recherche fonctionner '
bien, 'commentaire excellent concept faire tri gagner argent '
bien, 'intéresser application avoir potentiel face bon mettre encourager faire connaître idéer rajouter rubrique service avoir personne avoir proximité emploi voir condition utilisation politique confidentialité être anglais '
bien, 'commentaire vendre jeu manette intéresser '
mauvais, 'commentaire nul nul nul personne répondre envoyer message annonce '
mauvais, 'moment publier article moment vouloir publier articler avoir mettre voiler '
mauvais, 'commentaire publier '
bien, 'cool fonctionner '
mauvais, 'commentaire temps essayer charger vente avoir '
neutre, 'commentaire avoir voir temps '
neutre, 'annonce '
bien, 'commentaire avoir faire connaître '
neutre, 'commentaire impossible mettre annonce '
bien, 'commentaire '
bien, 'commentaire '
mauvais, 'super dommage être impossible avoir intéresser produit vendre instant faire '
bien, 'chouette application intuitif simple pratique espérer savoir garder qualité fil mi avoir jour '
bien, 'commentaire intéressant avoir prix '
bien, 'commentaire adorer '
bien, 'commentaire '
mauvais, 'insupportable commentaire aimer tout avoir nouveau chose personne répondre être visibilité article être revoir finir avoir notification être impossible lire recommander tout '
mauvais, 'publier annonce voir avoir pratique avoir essayer|essayer foi|fois publier meuble vouloir vendre fonctionner avoir idée annonce être publier avoir valider fonction exister appuyer touche publier passer falloir avoir faire math être astuce '
neutre, 'commentaire bon application petit détail améliorer acheteur pouvoir vendeur manquer onglet chat vendeur pouvoir revenir conversation '
bien, 'être application pratique pouvoir vendre utiliser acheter chose intéressant prix rikiki '
mauvais, 'top localisation revoir vendeur trouver océan offre trouver aide fonction recherche retourner '
bien, 'impossible supprimer bonjour application être magnifique aimer supprimer compte avoir arriver merci message '
bien, 'super commentaire super membre actif maintenance bloque '
bien, 'commentaire génial prix être intéressant pouvoir vendre vouloir comprendre arriver avoir catégorie filtre faire recherche enlever possibilité chercher produit ville '
neutre, 'simple bizarre application simple intéressant moment consulter annonce rubrique nouveau quartier tomber annonce citer quartier être grand coup baser proximité perte intérêt '
bien, 'avoir être foi|fois mettre annonce '
mauvais, 'commentaire nul '
bien, 'commentaire génial gratuit simple utiliser mériter '
bien, 'commentaire être magnifique adorer '
neutre, 'avoir revoir idée génial résultat recherche être nul catégorie électronique retrouver culotte soutien gorge revoir '
neutre, 'bon idée faire taper recherche vélo tomber robe marié '
bien, 'juste problème mettre endroit habiter faire dire introduire localisation aider '
bien, 'commentaire vouloir mettre seine être marne île bon concept moyen prévenir vendu '
bien, 'pub dérangeant comparer avoir pouvoir dire gens seul bémol manquer chaine avoir appel '
mauvais, 'pub avoir ouverture avoir fermeture cerise pourrir gâteau bandeau pub empêcher lire chaine titre film fuir attendre séparer écran pub '
neutre, 'moyenner falloir connecter lent difficile interruption chaîne important être dommage '
neutre, 'chaîne fonctionner adorer mise jour fonctionner seul problème être '
bien, 'excellent suivre|être conquérir faire moment chercher genre '
bien, 'seul avoir impression avoir marche être grave faire qualité top nul avoir part être juste '
bien, 'parfait bon pub bas écran déranger commentaire dire pub appliquer pub apparaître foi|fois changer chaine avoir rien '
neutre, 'chaine marcher pub être regarder chaîne voir '
bien, 'adorer pub adorer chaîne vouloir voir fonctionner suivre|être ange '
bien, 'être génial merci avoir pouvoir regarder chaîne sportif sport autre '
bien, 'super aimer avoir falloir être tente dur bouger marche falloir bouger '
bien, 'meilleur chaîne français chaîne suisse déconner autre manquer pourquoi '
bien, 'aimer mort application meilleur avoir connaître avoir '
bien, 'support être ajouter support être ajouter version payant pub merci '
neutre, 'bon application ensemble pub être gênant ajouter '
bien, 'excellent être application marcher noter chaine marcher '
neutre, 'pouvoir faire être avoir chaîne télé dire avoir pub interrompre télévision être gênant continuer aller application être énervant '
bien, 'application génial avoir essayer|essayer nuit dernier fonctionner pub être chaîne marcher super merci '
bien, 'fonctionnel barre pub bas écran être imposant titre masquer version payant pub acheter '
bien, 'superbe savoir regarder télé merci être super '
neutre, 'commentaire barre pub énerver être grand falloir ajouter chaîne '
bien, 'être génial continuer enlever pub être gênant regarder vidéo '
bien, 'conseiller commentaire avoir tester instant marche son image être faible '
bien, 'bon application bon application fonctionner avoir pub bas écran '
bien, 'nombre étoile parler commentaire superbe rien dire grand merci '
mauvais, 'avoir retravailler commentaire gros manque fluidité bandeau pub être présent donner envie '
neutre, 'pub commentaire faire version payant pub chaine fonctionner '
neutre, 'manquer certain autre barre pub enlever '
bien, 'ravir petit souci connecter serveur '
bien, 'commentaire bon comportement petit bémol pub omniprésent '
neutre, 'nul avoir chaine vouloir avoir chercher chaine avoir '
bien, 'génial télé être griller avoir découvrir superbe application suivre|être super content merci '
bien, 'avoir adorer chaine fonctionner avoir petit conseiller '
mauvais, 'perdre vie pourriture '
bien, 'super tel télé même chargement connexion serveur être long '
neutre, 'chainer application être parfaire bon son bon image avoir être avoir chaine être marche '
bien, 'aimer application chaîne marcher reste '
bien, 'juste commentaire juste génial application grand grand merci super meilleur catégorie être sceptique crainte fonctionner beau fonction chaine avoir télé voyage lieu sortir tablette '
mauvais, 'déconseiller avoir idéer être venir tête mettre pub plein avoir avoir possibilité donner étoile avoir faire '
bien, 'bon travail suivre|être ravir évolution application merci chapeau concepteur '
neutre, 'cool cool '
bien, 'cool cool cool '
bien, 'cool cool cool '
bien, 'cool cool '
bien, 'cool cool '
bien, 'cool cool '
bien, 'commentaire cool cool adorer '
bien, 'cool cool '
bien, 'cool cool '
bien, 'commentaire cool cool '
neutre, 'cool cool '
neutre, 'cool cool cool '
bien, 'commentaire cool cool '
bien, 'commentaire cool '
bien, 'super super pouvoir gens pays copine être super '
bien, 'cool cool '
bien, 'cool cool '
bien, 'conseil rai lavoir '
bien, 'commentaire cool '
bien, 'cool '
bien, 'commentaire cool cool '
bien, ''
bien, 'top cool cool cool '
neutre, 'commentaire cool cool '
bien, 'top cool cool '
bien, 'cool commentaire gens dire pouvoir ouvrir trouver être normal falloir aller aller fond fond avoir fond proposer application conseiller fond super '
bien, 'cool cool '
neutre, 'pouvoir mettre propre photo application proposer être '
bien, 'cool cool '
bien, 'commentaire aimer chouette fondre trouver être '
neutre, 'sympa penser fonctionnalité pouvoir être inclus suffire fond|fonds écran souhaiter '
bien, 'commentaire cool conseiller utiliser application intéresser aller adorer causer copine famille monde '
bien, 'super beau image application permettre mettre photo '
bien, 'commentaire cool cool '
neutre, 'constat mal facile accéder faire choix '
bien, 'cool cool cool cool cool '
bien, 'commentaire cool cool cool cool cool cool '
bien, 'cool cool cool '
bien, 'cool cool '
bien, 'cool cool cool cool roucouler cool '
bien, 'erreur '
mauvais, 'abus autorisation application demander autorisation injustifié '
mauvais, 'joli bonjour '
bien, ''
bien, 'avoir adorer '
mauvais, 'commentaire '
mauvais, 'commentaire merde total honte '
bien, 'commentaire avoir top simplicité joli laisser étoile jour position opter activer indiquer suivre|être canne correction merci mini '
bien, 'commentaire penser faire bon intérieur '
mauvais, 'succès nul quart heure donner étoile '
bien, 'fiable marche aller vérification vrai thermomètre '
bien, 'kilo bon application acheter température juste recommander éviter dire importer température donner étoile être mériter '
bien, 'super fonctionner merci utile avoir pression atmosphérique être parfait '
mauvais, 'même température commentaire ailler afficher hôtel '
bien, 'précis parfait jour pouvoir être température intérieur '
mauvais, 'utilité application inutile enfant donner température absurde '
mauvais, 'marche allumer noir '
mauvais, 'indiquer mauvais température avoir indique écart grand erreur restant année dernier marché '
mauvais, 'ace nul '
bien, 'servir '
bien, ''
bien, 'dommage indiquer température intérieur bon merci '
mauvais, 'commentaire vrai daube '
bien, 'exact simplicité efficacité design sympa '
mauvais, 'température extérieur être nul '
mauvais, 'marche '
bien, 'commentaire simple précis amusant réel précision '
mauvais, 'nul fonctionner arriver avoir localiser position '
bien, 'bon application donner température extérieur précision '
bien, 'pratiquer juste '
bien, 'parfait donner température correct comparaître thermomètre avoir extérieur température être bon application fiable utile '
mauvais, 'nul commentaire nul bourrer pub '
bien, 'utiliser '
mauvais, 'joli grenouille fiable ombre vrai thermomètre application peine afficher joli rue grenouille '
mauvais, 'nul température être faux '
mauvais, 'pas avoir trouver '
mauvais, 'pub inutile fiable '
neutre, 'extérieur manquer juste température intérieur mesurer '
bien, 'cool top '
bien, 'commentaire utile '
neutre, 'être évident gérer appartenance groupe image ancien version être joli pratique '
mauvais, 'mise jour suite dernier mise jour lancer devenir vexant redémarrage nettoyage faire '
bien, 'être joli application être utiliser découvrir suivre '
neutre, 'commentaire consultation basique fonction classement modification photo '
bien, 'bon outil mettre ligne photo page album '
bien, 'magnifique être tablette rendre être magnifique être devoir application '
bien, 'merci avoir écouter utilisateur avoir reprendre fonctionnalité version précédent devenir nouveau plaisir servir application rester faim constater être impossible faire fonctionner français tourner impeccable '
bien, 'musée virtuel photo merci pro amateur photographie modèle nature architecture faire rêver donner envie faire photo partager rendre immortel '
bien, 'adorer parfait partager photo préférer affichage galerie '
bien, 'génial application idéal album moment '
bien, 'commentaire aimer application partage image voir niveau membre pouvoir parler œuvre art sympa simple utiliser '
neutre, 'pouvoir faire incomplet tablette marcher crash '
neutre, 'manquer chose compte pro nouveau interface joli manquer mode diaporama '
bien, 'avis top manquer juste option partage être parfaire '
bien, 'commentaire photo automatique mettre faire '
neutre, 'interface être sympa pratique avoir prendre main manquer petit truc rapport site '
bien, 'fabuleux commentaire application être bon service gratuit être fabuleux '
mauvais, 'haver avoir commentaire proposer to avoir '
bien, 'parfait commentaire mémoire esthétique qualité image parfait '
bien, 'super utiliser suivre actualité photographique ami '
bien, 'superbe commentaire application stocker partager photo perdre qualité parfaire photo '
bien, 'pratique éviter utiliser page faciliter photo '
bien, 'super application être excellent suivre activité contact groupe '
bien, 'excellent commentaire excellent design façon pendant être dommage pouvoir envoyer '
neutre, 'tout plaire avoir '
bien, 'excellent commentaire super prendre essentiel version '
bien, '
bien, 'commentaire bon application faire attention départ photo être option avoir décocher '
bien, 'parfait commentaire fonctionner devoir être sympa idéal partager travail trouver inspiration '
bien, 'problème application fonctionner recherche libre '
bien, 'excellent application parfait manquer support '
bien, 'pratique facile utilisation tablette '
bien, 'commentaire bon application permettre voir photo catégorie macro photo '
bien, 'stockage impressionnant qualité image préserver petit chose gêner avoir moyen partager compte lier problème signaler attente réponse '
bien, 'top merci '
bien, 'cool cool '
neutre, 'faire application être indispensable support mobile fonctionnalité être manquant aimer pouvoir gérer ordre tri exemple gestion multiple sécurité '
bien, 'super suivre|être adorer falloir ajouter fonctionnalité version être actif version pouvoir répondre nommer personne pouvoir corriger avoir lieu être '
bien, 'utile visualiser photo même contre importer valoir utiliser photo être prendre partir téléphone '
bien, 'stockage photo bon permettre sauvegarder photo manquer sauvegarde automatique vidéo fonctionnalité avoir étoile '
mauvais, 'faire commentaire fonctionner mal ville enregistrer donner météo onglet température haut portable correspondre image même ville revoir être pire pire aller '
mauvais, 'devenir merde fonctionner beau daube dernier mettre jour '
mauvais, 'dommage aimer début temps ville afficher part défaut comble être prévision commencer impossible savoir temps faire surlendemain parler pub '
mauvais, 'déception mise jour affichage image météo servir correction inefficace mise jour heure hiver '
mauvais, 'commentaire obliger avoir foi|fois remettre notification enclencher météo afficher fonctionner '
